CNPJ_CARGA,CODIGO_CARGA,NOME_EMPRESARIAL,Média de Consumo_kWh,PERIODO_COMERCIALIZACAO,CLASSE_PERFIL_AGENTE
41777706000141,7835,REFINARIA DE MATARIPE S.A.,3588.09,18,Consumidor Livre
41777706000141,7835,REFINARIA DE MATARIPE S.A.,3530.48125,19,Consumidor Livre
41777706000141,7835,REFINARIA DE MATARIPE S.A.,3582.194,20,Consumidor Livre
41777706000141,7835,REFINARIA DE MATARIPE S.A.,3651.478333333333,21,Consumidor Livre
41777706000141,7835,REFINARIA DE MATARIPE S.A.,3547.121333333333,22,Consumidor Livre
41777706000141,7835,REFINARIA DE MATARIPE S.A.,2468.793333333333,23,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,3.2525714285714287,0,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,69.45025,1,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,916.0934545454546,2,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,3.3264285714285715,3,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,378.80737500000004,4,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,403.5684444444444,5,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,709.8127777777778,6,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,378.68762499999997,7,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,1022.6803,8,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,683.5293333333333,9,Consumidor Livre
5869996000190,7881,NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,987.6370999999999,10,Consumidor Livre
