CNPJ_CARGA,CODIGO_CARGA,NOME_EMPRESARIAL,Média de Consumo_kWh,PERIODO_COMERCIALIZACAO,CLASSE_PERFIL_AGENTE
7358761000592,70012,GERDAU ACOS LONGOS S.A.,218.79799999999992,0,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,225.11314285714278,1,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,224.4568928571429,2,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,233.43782142857143,3,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,200.42178571428573,4,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,191.47160714285715,5,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,159.37357142857147,6,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,217.9546785714286,7,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,201.96564285714285,8,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,193.82317857142857,9,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,224.93064285714286,10,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,216.58632142857144,11,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,186.35310714285714,12,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,208.90460714285717,13,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,191.7059642857143,14,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,205.06807142857141,15,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,206.16739285714286,16,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,230.06464285714284,17,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,244.95110714285713,18,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,295.5840357142857,19,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,266.39975,20,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,251.62003571428573,21,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,255.36975000000004,22,Consumidor Especial
7358761000592,70012,GERDAU ACOS LONGOS S.A.,253.24749999999997,23,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,104.73717857142859,0,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,92.81692857142856,1,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,90.38957142857141,2,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,104.93864285714288,3,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,102.01682142857143,4,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,105.34535714285711,5,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,107.14621428571431,6,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,104.58682142857143,7,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,113.97867857142857,8,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,105.51164285714286,9,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,120.31396428571429,10,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,115.77907142857138,11,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,119.83860714285713,12,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,126.33417857142855,13,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,118.05160714285714,14,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,118.03492857142854,15,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,120.52335714285714,16,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,124.10310714285713,17,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,114.38182142857144,18,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,111.9029642857143,19,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,111.1736428571429,20,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,113.45732142857142,21,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,93.27310714285714,22,Consumidor Especial
2041460001750,70268,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,97.12339285714286,23,Consumidor Especial
2041460001750,70269,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.,222.65600000000003,0,Consumidor Especial
